denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
FMC AUTOMOBILES,,,,,"FORD SERVICE, FORD CONNECT, FORD RENT, FORUM ENTREPRISES",,FORD FRANCE,,,100 à 199 salariés,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,IMMEUBLE AXE SEINE,1,,RUE,DU 1ER MAI,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
NIBELIS,,,,,,,,,,200 à 249 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,116,,RUE,JULES GUESDE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
WEBER STEPHEN FRANCE SARL,,,,,,,,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros d'autres biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros d'autres biens domestiques,Commerce de gros de biens domestiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,IMMEUBLE LE PICADILLY,17,,RUE,ROSA LUXEMBURG,95610,ERAGNY,,95218,0,,,0,,,,0,,,0,,
STORMSHIELD,,,,,,,,,,50 à 99 salariés,Édition de logiciels système et de réseau,Édition de logiciels système et de réseau,Édition d'autres logiciels,Édition,Information et communication,True,Édition de logiciels système et de réseau,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication,02-Oct,2,,RUE,MARCEAU,92130,ISSY-LES-MOULINEAUX,,92040,0,,,0,,,,0,,,0,,
NEURONES IT,,,,,,,,,,250 à 499 salariés,Gestion d'installations informatiques,Gestion d'installations informatiques,Gestion d'installations informatiques,"Programmation, conseil et autres activités informatiques",Information et communication,True,"Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes","Traitement de données, hébergement et activités connexes ; portails Internet",Services d'information,Information et communication,IMMEUBLE LE CLEMENCEAU,205,,AV,GEORGES CLEMENCEAU,92000,NANTERRE,,92050,92024,NANTERRE CEDEX,,0,,,,0,,,0,,
PROSEAT,,,,,,,,,,50 à 99 salariés,Fabrication d'autres équipements automobiles,Fabrication d'autres équipements automobiles,Fabrication d'autres équipements automobiles,Industrie automobile,Industrie manufacturière,True,Fabrication d'autres équipements automobiles,Fabrication d'autres équipements automobiles,Fabrication d'équipements automobiles,Industrie automobile,Industrie manufacturière,,71,,AV,DE VERDUN,77470,TRILPORT,,77475,0,,,0,,,,0,,,0,,
HOTEL LANCASTER,,,,,,,HOTEL LANCASTER,,,50 à 99 salariés,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,True,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hébergement,Hébergement et restauration,,7,,RUE,DE BERRI,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
ACHATS MARCHANDISES CASINO,A.M.C,,,,,A.M.C,,,,250 à 499 salariés,Centrales d'achat alimentaires,Centrales d'achat alimentaires,"Intermédiaires du commerce en denrées, boissons et tabac","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Centrales d'achat alimentaires,"Intermédiaires du commerce en denrées, boissons et tabac",Intermédiaires du commerce de gros,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,123,,QUAI,JULES GUESDE,94400,VITRY-SUR-SEINE,,94081,0,,,0,,,,0,,,0,,
AIR TERMINAL HANDLING,,,,,,,,,,100 à 199 salariés,Manutention non portuaire,Manutention non portuaire,Manutention,Entreposage et services auxiliaires des transports,Transports et entreposage,True,Manutention non portuaire,Manutention,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,BATIMENT 3626 ZONE DE FRET NO 2,2,,RUE,DU PIED SEC,93290,TREMBLAY-EN-FRANCE,BP 17407,93073,0,,,0,,,,0,,,0,,
ZEHNDER GROUP FRANCE,,,,,LE CAMPUS ZEHNDER,,,,,100 à 199 salariés,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,Autres commerces de gros spécialisés,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,3,,RUE,DU BOIS BRIARD,91080,EVRY-COURCOURONNES,,91228,0,,,0,,,,0,,,0,,
INNOTHERA CORPORATE SERVICES,,,,,,,,,,100 à 199 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,22,,AV,ARISTIDE BRIAND,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
CENTRE D'ACCUEIL UNIVERSEL,,,,,,,,,,50 à 99 salariés,Activités des organisations religieuses,Activités des organisations religieuses,Activités des organisations religieuses,Activités des organisations associatives,Autres activités de services,True,Activités des organisations religieuses,Activités des organisations religieuses,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services,,507,,PL,DES CHAMPS ELYSEES,91080,EVRY-COURCOURONNES,,91228,0,,,0,,,,0,,,0,,
ACTION ENFANCE,AE,,,,,AE,,,,50 à 99 salariés,Hébergement social pour enfants en difficultés,Hébergement social pour enfants en difficultés,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement social pour enfants en difficultés,Autres activités d'hébergement social,Autres activités d'hébergement social,Hébergement médico-social et social,Santé humaine et action sociale,,28,,RUE,DE LISBONNE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
ASS  ASSISTANCE DEPENDANCE,,,,,,,,,,200 à 249 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,16,B,RUE,LOUIS DUPRE,94100,SAINT-MAUR-DES-FOSSES,,94068,0,,,0,,,,0,,,0,,
VM MAGAZINES,,,,,,,,,,100 à 199 salariés,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,67-69,67,,AV,PIERRE MENDES FRANCE,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
POSTE IMMO,,,,,LA POSTE IMMOBILIER,,,,,200 à 249 salariés,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Location de terrains et d'autres biens immobiliers,Location et exploitation de biens immobiliers propres ou loués,Location et exploitation de biens immobiliers propres ou loués,Activités immobilières,Activités immobilières,,111,,BD,BRUNE,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
NEXANS FRANCE,,,,,,,,,,250 à 499 salariés,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'équipements électriques,Industrie manufacturière,True,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication d'autres fils et câbles électroniques ou électriques,Fabrication de fils et câbles et de matériel d'installation électrique,Fabrication d'équipements électriques,Industrie manufacturière,,4,,ALL,DE L ARCHE,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
OUEST AUTOMOBILE DISTRIBUTION,OAD,,,,,OAD,,,,50 à 99 salariés,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,RTE NATIONALE 13,45,,RTE,DE MANTES,78240,CHAMBOURCY,,78133,0,,,0,,,,0,,,0,,
C.E.S.G SAS CONSULTANTS EUROP SECURITE,,,,,,,,,,500 à 999 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,21,,RUE,LA BOETIE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
SPIE BATIGNOLLES GENIE CIVIL,,,,,,,,,,500 à 999 salariés,Construction et entretien de tunnels,Construction et entretien de tunnels,Construction de ponts et tunnels,Génie civil,Construction,True,Construction et entretien de tunnels,Construction de ponts et tunnels,Construction de routes et de voies ferrées,Génie civil,Construction,,30,,AV,DU GENERAL GALLIENI,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
PROCAPITAL,,PROCAPITAL,PROCAPITAL SECURITIES,PROCAPITAL SECURITIES SERVICES,,,,,,100 à 199 salariés,Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,TOUR ARIANE LA DEFENSE 9,5,,PL,DE LA PYRAMIDE,92800,PUTEAUX,,92062,92088,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
SARL ISIS SECURITE,,,,,ISIS MCTSP GROUP,,ISIS MCTSP GROUP,,,100 à 199 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,True,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,122,,AV,DE LA RESISTANCE,93340,LE RAINCY,,93062,0,,,0,,,,0,,,0,,
BETC,,,,,,,,,,500 à 999 salariés,Activités des agences de publicité,Activités des agences de publicité,Activités des agences de publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",True,Activités des agences de publicité,Activités des agences de publicité,Publicité,Publicité et études de marché,"Activités spécialisées, scientifiques et techniques",Jan-13,1,,RUE,DE L ANCIEN CANAL,93500,PANTIN,CS 80101,93055,93507,PANTIN CEDEX,,0,,,,0,,,0,,
ENNOV,,ENNOV,,,ENNOV,,,,,50 à 99 salariés,Édition de logiciels applicatifs,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition,Information et communication,True,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication,,149,,AV,DE FRANCE,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
3EME PORTE,,QUICK,,,BURGER KING,,BURGER KING,,,50 à 99 salariés,Restauration de type rapide,Restauration de type rapide,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,True,Restauration de type rapide,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,ZAC DE BOISSY,0,,RUE,JEAN BAPTISTE CLEMENT,95150,TAVERNY,,95607,0,,,0,,,,0,,,0,,
PHOTOBOX SAS,,,,,,,,,,100 à 199 salariés,Autre imprimerie (labeur),Autre imprimerie (labeur),Autre imprimerie (labeur),Imprimerie et reproduction d'enregistrements,Industrie manufacturière,True,Autre imprimerie (labeur),Autre imprimerie (labeur),Imprimerie et services annexes,Imprimerie et reproduction d'enregistrements,Industrie manufacturière,ZAC DES PERRIERS 37 A 39,37,,RUE,DE LA BEAUCE,78500,SARTROUVILLE,,78586,0,,,0,,,,0,,,0,,
OMNES CAPITAL,,,,,,,,,,50 à 99 salariés,Gestion de fonds,Gestion de fonds,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,True,Gestion de fonds,Gestion de fonds,Gestion de fonds,Activités auxiliaires de services financiers et d'assurance,Activités financières et d'assurance,37 A 41,37,,RUE,DU ROCHER,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
