denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
CHAMPIONNET SPORTS,,,,,,,,,,50 à 99 salariés,Activités de clubs de sports,Activités de clubs de sports,Activités de clubs de sports,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Activités de clubs de sports,Activités de clubs de sports,Activités liées au sport,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",,14,,RUE,GEORGETTE AGUTTE,75018,PARIS 18,,75118,0,,,0,,,,0,,,0,,
EVOLIA,,,,,,,,,,50 à 99 salariés,Activités vétérinaires,Activités vétérinaires,Activités vétérinaires,Activités vétérinaires,"Activités spécialisées, scientifiques et techniques",True,Activités vétérinaires,Activités vétérinaires,Activités vétérinaires,Activités vétérinaires,"Activités spécialisées, scientifiques et techniques",,43,,AV,DU CHEMIN VERT,95290,L'ISLE ADAM,,95313,0,,,0,,,,0,,,0,,
EXPERTIME,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,80,B,AV,DU GENERAL LECLERC,78220,VIROFLAY,,78686,0,,,0,,,,0,,,0,,
ATELIER SANS FRONTIERES,,,,,,,,,,50 à 99 salariés,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels,Autres activités de services,False,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels,Autres services personnels,Autres activités de services,,73,,RUE,DU MOULIN BATEAU,94380,BONNEUIL-SUR-MARNE,,94011,0,,,0,,,,0,,,0,,
EXTIME DUTY FREE PARIS,,,,,,,,,,50 à 99 salariés,Autres commerces de détail en magasin non spécialisé,Autres commerces de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,Autres commerces de détail en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,SDA MODE ORLY,0,,,AEROPORT D'ORLY,94390,PARAY-VIEILLE-POSTE,,91479,0,,,0,,,,0,,,0,,
EXTIME DUTY FREE PARIS,,,,,,,,,,50 à 99 salariés,Autres commerces de détail en magasin non spécialisé,Autres commerces de détail en magasin non spécialisé,Autre commerce de détail en magasin non spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,Autres commerces de détail en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,SDA MODE ROISSY 1 T3 MODE,0,,,ROISSY CDG1 T3,77990,MAUREGARD,,77282,0,,,0,,,,0,,,0,,
ADOMO SERVICES,,,,,,,,,,50 à 99 salariés,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,False,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,36,,RUE,DE LONGCHAMP,75116,PARIS 16,,75116,0,,,0,,,,0,,,0,,
ATRIOM,,,,,,,,,,50 à 99 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",,3,,PL,DES VICTOIRES,75001,PARIS 1,,75101,0,,,0,,,,0,,,0,,
EBSCO INFORMATION SERVICES SAS,,,,,,,,,,50 à 99 salariés,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Programmation et diffusion,Information et communication,True,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Programmation et diffusion,Information et communication,,3,,RUE,JACQUES RUEFF,92160,ANTONY,,92002,0,,,0,,,,0,,,0,,
SOLENT SAS,,SOLENT,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,71,,BD,NATIONAL,92250,LA GARENNE-COLOMBES,,92035,0,,,0,,,,0,,,0,,
RESIDENCE DU PARC DE CHOISEUL,,LA RESIDENCE MEDICIS,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,75,,RUE,FRANCOEUR,91170,VIRY-CHATILLON,,91687,0,,,0,,,,0,,,0,,
NAT SYSTEM,,,,,,,,,,50 à 99 salariés,Édition de logiciels outils de développement et de langages,Édition de logiciels outils de développement et de langages,Édition d'autres logiciels,Édition,Information et communication,True,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,31,,CRS,DES JUILLIOTTES,94700,MAISONS-ALFORT,,94046,0,,,0,,,,0,,,0,,
SWEETHOME,,,,,SWEETHOME,,,,,50 à 99 salariés,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,True,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,Activités liées à l'emploi,Activités de services administratifs et de soutien,,16,,RUE,DE LA FONTAINE AU ROI,75011,PARIS 11,,75111,0,,,0,,,,0,,,0,,
ADIT,,ADIT,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,62,,RUE,DE MIROMESNIL,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
COOPANAME,,,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Services d'aménagement paysager,Services d'aménagement paysager,Services d'aménagement paysager,Services relatifs aux bâtiments et aménagement paysager,Activités de services administratifs et de soutien,,110,,RUE,JEANNE D ARC,75013,PARIS 13,,75113,0,,,0,,,,0,,,0,,
COOPANAME,,,,,COOPANAME,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,12,,RUE,ELISEE RECLUS,94550,CHEVILLY-LARUE,,94021,0,,,0,,,,0,,,0,,
COOPANAME,,,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,2,,RUE,MOHAMED DIB,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
COOPANAME,,,,,COOPANAME,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",False,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,136,,AV,PABLO PICASSO,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
AF INTERLOG,,,,,,,,,,50 à 99 salariés,Réparation d'autres équipements,Réparation d'autres équipements,Réparation d'autres équipements,Réparation et installation de machines et d'équipements,Industrie manufacturière,True,Réparation d'autres équipements,Réparation d'autres équipements,"Réparation d'ouvrages en métaux, de machines et d'équipements",Réparation et installation de machines et d'équipements,Industrie manufacturière,1 A 3,1,,RUE,PIERRE JOSSE,91070,BONDOUFLE,,91086,0,,,0,,,,0,,,0,,
TEDIOR,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,2,,RUE,DANTON,92120,MONTROUGE,,92049,0,,,0,,,,0,,,0,,
RESIDENCE DE L ORGE,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,10,,RUE,LOUISE ROGER,91180,SAINT-GERMAIN-LES-ARPAJON,,91552,0,,,0,,,,0,,,0,,
VANVES,,LA RESIDENCE MEDICIS,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,26,,RUE,DIDEROT,92170,VANVES,,92075,0,,,0,,,,0,,,0,,
AXILLIADE,,AXIDO SERVICES  A.S.D.I  OPHIUCUS,,,,,,,,50 à 99 salariés,Gestion d'installations informatiques,Gestion d'installations informatiques,Gestion d'installations informatiques,"Programmation, conseil et autres activités informatiques",Information et communication,True,Location et location-bail de machines de bureau et de matériel informatique,Location et location-bail de machines de bureau et de matériel informatique,"Location et location-bail d'autres machines, équipements et biens",Activités de location et location-bail,Activités de services administratifs et de soutien,,64,,RUE,LOUISE MICHEL,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
RENAULT TRUCKS GRAND PARIS,,,,,,,,,,50 à 99 salariés,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,False,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,ZI DE LA GRANDE COUTURE,4,,RUE,AMPERE,95500,GONESSE,BP 76,95277,95503,GONESSE CEDEX,,0,,,,0,,,0,,
RENAULT TRUCKS GRAND PARIS,,,,,,,,,,50 à 99 salariés,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,False,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,,4,,RUE,DU PEROU,91300,MASSY,,91377,0,,,0,,,,0,,,0,,
TVH CONSULTING,,TVH CONSULTING,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,22,,RUE,GUYNEMER,78600,MAISONS-LAFFITTE,,78358,0,,,0,,,,0,,,0,,
BA&SH,,,,,,,BA&SH,,,50 à 99 salariés,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Fabrication de vêtements de dessus,Fabrication de vêtements de dessus,"Fabrication de vêtements, autres qu'en fourrure",Industrie de l'habillement,Industrie manufacturière,52 A 54,52,,RUE,DES TOURNELLES,75003,PARIS 3,,75103,0,,,0,,,,0,,,0,,
BA&SH,,,,,,,,,,50 à 99 salariés,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,"Commerce de détail, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Entreposage et stockage non frigorifique,Entreposage et stockage,Entreposage et stockage,Entreposage et services auxiliaires des transports,Transports et entreposage,ZAC DE LA BUTTE AU BERGER,11,,AV,DU NOYER A LA MALICE,95380,LOUVRES,,95351,0,,,0,,,,0,,,0,,
LARSEN AND TOUBRO INFOTECH LDT,,,,,,,,,,50 à 99 salariés,Conseil en systèmes et logiciels informatiques,Conseil en systèmes et logiciels informatiques,Conseil informatique,"Programmation, conseil et autres activités informatiques",Information et communication,False,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,TOUR INITIALE,1,,,TERRASSE BELLINI,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
ETHIQUABLE,EE,ECHANGE EQUITABLE,,,ETHIQUABLE,EE,,,,50 à 99 salariés,"Fabrication de cacao, chocolat et de produits de confiserie","Fabrication de cacao, chocolat et de produits de confiserie","Fabrication de cacao, chocolat et de produits de confiserie",Industries alimentaires,Industrie manufacturière,False,Transformation du thé et du café,Transformation du thé et du café,Fabrication d'autres produits alimentaires,Industries alimentaires,Industrie manufacturière,,83,,AV,PHILIPPE AUGUSTE,75011,PARIS 11,,75111,0,,,0,,,,0,,,0,,
IN EXTENSO ILE DE FRANCE,,,,,,,,,,50 à 99 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",False,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",PARC DU BOIS CHALAND,20,,RUE,DU BOIS CHALAND,91090,LISSES,,91340,0,,,0,,,,0,,,0,,
IN EXTENSO ILE DE FRANCE,,,,,,,,,,50 à 99 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",False,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",,7,,AV,DE JOINVILLE,94130,NOGENT-SUR-MARNE,,94052,0,,,0,,,,0,,,0,,
EXPANSION 5 PARIS,,,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",TOUR ARIANE,5,,PL,DE LA PYRAMIDE,92800,PUTEAUX,,92062,92088,PARIS LA DEFENSE CEDEX,,0,,,,0,,,0,,
RIVES NORD,,,,,,,O RESTAURANT,,,50 à 99 salariés,Restauration traditionnelle,Restauration traditionnelle,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,True,Restauration traditionnelle,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration,Hébergement et restauration,,47,,QUAI,CHARLES PASQUA,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
PERFORMANCE MANAGEMENT PARTNER,,,,,,,,,,50 à 99 salariés,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",True,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,Conseil de gestion,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",,32,,BD,HAUSSMANN,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
SERVICES TRAVAUX LOCATIONS GERANCES,S.T.L.G.,,,,,S.T.L.G.,,,,50 à 99 salariés,Collecte des déchets non dangereux,Collecte des déchets non dangereux,Collecte des déchets non dangereux,"Collecte, traitement et élimination des déchets ; récupération","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",True,Location et location-bail de machines et équipements pour la construction,Location et location-bail de machines et équipements pour la construction,"Location et location-bail d'autres machines, équipements et biens",Activités de location et location-bail,Activités de services administratifs et de soutien,,28,,RTE,DE L'ILE SAINT JULIEN,94380,BONNEUIL-SUR-MARNE,,94011,0,,,0,,,,0,,,0,,
JSR,,IZAC,,,IZAC,,,,,50 à 99 salariés,Fabrication de vêtements de dessus,Fabrication de vêtements de dessus,Fabrication de vêtements de dessus,Industrie de l'habillement,Industrie manufacturière,True,Fabrication de vêtements de dessus,Fabrication de vêtements de dessus,"Fabrication de vêtements, autres qu'en fourrure",Industrie de l'habillement,Industrie manufacturière,Oct-16,10,,AV,DE L EUROPE,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
GIE IMAGERIE MEDICALE NEUILLY PARIS OUES,,,,,,,,,,50 à 99 salariés,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,36,,BD,DU GENERAL LECLERC,92200,NEUILLY-SUR-SEINE,BP 79,92051,0,,,0,,,,0,,,0,,
ARTHALE,,,,,,,,,,50 à 99 salariés,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",Activités administratives,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,1,,PL,PAUL VERLAINE,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
FLEUR DE METS,,FLEUR DE METS,,,FLEUR DE METS  CUISINE ET COMPAGNIE,,,,,50 à 99 salariés,Services des traiteurs,Services des traiteurs,Services des traiteurs,Restauration,Hébergement et restauration,False,Services des traiteurs,Services des traiteurs,Traiteurs et autres services de restauration,Restauration,Hébergement et restauration,,103,,RUE,CHARLES MICHELS,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
ATELIER PROTEGE DES YVELINES AP'Y,,AP'Y,,,AP'Y,,,,,50 à 99 salariés,Activités de conditionnement,Activités de conditionnement,Activités de conditionnement,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,True,Activités de conditionnement,Activités de conditionnement,Activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,ESPACE CLAUDE MONET,7,,ALL,DE GIVERNY,78290,CROISSY-SUR-SEINE,,78190,0,,,0,,,,0,,,0,,
MAISONS ALFORT,,LA RESIDENCE MEDICIS,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,01-Mar,1,,RUE,AMEDEE CHENAL,94700,MAISONS-ALFORT,,94046,0,,,0,,,,0,,,0,,
BIO-RAD FRANCE,,,,,,,,,,50 à 99 salariés,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,Commerce de gros de produits pharmaceutiques,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,False,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques,Industrie pharmaceutique,Industrie manufacturière,,0,,RUE,GUSTAVE EIFFEL,77290,MITRY-MORY,,77294,0,,,0,,,,0,,,0,,
CITY ONE EVENTS,,CITY ONE EVENTS-C.O.E.,,,,,,,,50 à 99 salariés,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,False,"Organisation de foires, salons professionnels et congrès",Organisation de salons professionnels et congrès,Organisation de salons professionnels et congrès,Activités administratives et autres activités de soutien aux entreprises,Activités de services administratifs et de soutien,,107,,RUE,EDITH CAVELL,94400,VITRY-SUR-SEINE,,94081,0,,,0,,,,0,,,0,,
GYMSPA,,,,,,,,,,50 à 99 salariés,Activités des centres de culture physique,Activités des centres de culture physique,Activités des centres de culture physique,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",True,Activités des centres de culture physique,Activités des centres de culture physique,Activités liées au sport,"Activités sportives, récréatives et de loisirs","Arts, spectacles et activités récréatives",TOUR PB 5,1,,AV,DU GENERAL DE GAULLE,92800,PUTEAUX,,92062,0,,,0,,,,0,,,0,,
VILLERS SERVICES CENTER,,,,,,,SKODA PARIS EST,,,50 à 99 salariés,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,True,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce ; réparation d'automobiles et de motocycles,,31,,RUE,DE LA VOUTE,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
MARATHON,,,,,MARATHON,,,,,50 à 99 salariés,Services de déménagement,Services de déménagement,Services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,True,Services de déménagement,Services de déménagement,Transports routiers de fret et services de déménagement,Transports terrestres et transport par conduites,Transports et entreposage,,12,,RUE,DES TERRES FORTES,77600,CHANTELOUP-EN-BRIE,,77085,0,,,0,,,,0,,,0,,
TRANSPORTS GRANGER,,,,,,,,,,50 à 99 salariés,Affrètement et organisation des transports,Affrètement et organisation des transports,Autres services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,False,Affrètement et organisation des transports,Autres services auxiliaires des transports,Services auxiliaires des transports,Entreposage et services auxiliaires des transports,Transports et entreposage,2 3 PORT DE GENNEVILLIERS BAT B28,9,,RTE,DU MOLE 2-3,92230,GENNEVILLIERS,,92036,0,,,0,,,,0,,,0,,
ATLAS FONDATIONS,,,,,,,,,,50 à 99 salariés,Autres travaux spécialisés de construction,Autres travaux spécialisés de construction,Autres travaux de construction spécialisés n.c.a.,Travaux de construction spécialisés,Construction,True,Autres travaux spécialisés de construction,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction,21-37-IMMEUBLE LE BAUDRAN,21,,RUE,DE STALINGRAD,94110,ARCUEIL,,94003,0,,,0,,,,0,,,0,,
NOVOFERM FRANCE,,JULIEN REDOIS SOFERBA NOVOFERM HABITAT,,,,,NOVOFERM FRANCE NOVOFERM HABITAT,NOVOFERM LUTERMAX NOVOFERM INDUSTRIE,NOVOFERM TOLERIE,50 à 99 salariés,Fabrication de portes et fenêtres en métal,Fabrication de portes et fenêtres en métal,Fabrication de portes et fenêtres en métal,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Industrie manufacturière,False,Fabrication de portes et fenêtres en métal,Fabrication de portes et fenêtres en métal,Fabrication d'éléments en métal pour la construction,"Fabrication de produits métalliques, à l'exception des machines et des équipements",Industrie manufacturière,ZI VAUX LE PENIL,530,,RUE,GEORGES CLEMENCEAU,77000,MELUN,,77288,0,,,0,,,,0,,,0,,
AIR CARAIBES ATLANTIQUE,,,,,,,,,,50 à 99 salariés,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,False,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers,Transports aériens,Transports et entreposage,ORLYTECH BAT 547,18,,AV,LOUIS BLERIOT,91550,PARAY-VIEILLE-POSTE,,91479,0,,,0,,,,0,,,0,,
UN TEMPS POUR VOUS,,TEMPS POUR VOUS  AGENCE SCE A DOMICILE,,,,,,,,50 à 99 salariés,Aide à domicile,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,True,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,Action sociale sans hébergement,Santé humaine et action sociale,,45,,RUE,CROZATIER,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
