denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
SPIE NUCLEAIRE,,,,,,,,,,1000 à 999 salariés,Travaux d'installation électrique dans tous locaux,Travaux d'installation électrique dans tous locaux,Installation électrique,Travaux de construction spécialisés,Construction,True,Travaux d'installation électrique dans tous locaux,Installation électrique,"Travaux d'installation électrique, plomberie et autres travaux d'installation",Travaux de construction spécialisés,Construction,POLE GALILEE,10,,AV,DE L ENTREPRISE,95800,CERGY,,95127,95865,CERGY PONTOISE CEDEX,,0,,,,0,,,0,,
PRICEWATERHOUSECOOPERS AUDIT,,,,,,,,,,1000 à 999 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",,63,,RUE,DE VILLIERS,92200,NEUILLY-SUR-SEINE,,92051,0,,,0,,,,0,,,0,,
SAFRAN LANDING SYSTEMS,,,,,,,,,,1000 à 999 salariés,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,True,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Construction aéronautique et spatiale,Fabrication d'autres matériels de transport,Industrie manufacturière,INOVEL PARC SUD,7,,RUE,GENERAL VALERIE ANDRE,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
SANOFI-AVENTIS RECHERCHE ET DEVELOPPEMENT,,,,,,,,,,1000 à 999 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",True,Recherche-développement en sciences humaines et sociales,Recherche-développement en sciences humaines et sociales,Recherche-développement en sciences humaines et sociales,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",,1,,AV,PIERRE BROSSOLETTE,91380,CHILLY-MAZARIN,,91161,0,,,0,,,,0,,,0,,
SANOFI-AVENTIS RECHERCHE ET DEVELOPPEMENT,,,,,,,,,,1000 à 999 salariés,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",False,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",C.R.V.A,13,,QUAI,JULES GUESDE,94400,VITRY-SUR-SEINE,,94081,94403,VITRY SUR SEINE CEDEX,,0,,,,0,,,0,,
CIE EXPLOITATION SCE AUXILIAIRE AERIEN,SERVAIR,SERVAIR,,,,SERVAIR,,,,1000 à 999 salariés,Restauration collective sous contrat,Restauration collective sous contrat,Autres services de restauration,Restauration,Hébergement et restauration,False,Restauration collective sous contrat,Autres services de restauration,Traiteurs et autres services de restauration,Restauration,Hébergement et restauration,15 R DES VIGNES ZONE FRET,0,,,AEROPORT CHARLES DE GAULLE,95700,ROISSY-EN-FRANCE,,95527,0,,,0,,,,0,,,0,,
FNAC DARTY PARTICIPATIONS ET SERVICES,,,,,,,,,,1000 à 999 salariés,Centrales d'achat non alimentaires,Centrales d'achat non alimentaires,Intermédiaires du commerce en produits divers,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,Centrales d'achat non alimentaires,Intermédiaires du commerce en produits divers,Intermédiaires du commerce de gros,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,ZAC PORT D IVRY,9,,RUE,DES BATEAUX - LAVOIRS,94200,IVRY-SUR-SEINE,,94041,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,CENTRE BUS NEUILLY PLAISANCE,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,32,,BD,GALLIENI,93360,NEUILLY-PLAISANCE,,93049,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,CENTRE BUS MONTROUGE,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,73,,RUE,DU PERE CORENTIN,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,BUREAU TOURISTIQUE TERMINAL BUS,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,20,,PL,DE LA MADELEINE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,DEPOT D AUTOBUS,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,0,,CAR,POMPADOUR,94000,CRETEIL,,94028,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,DEPOT AUTOBUS D'IVRY,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,36,,RUE,PIERRE ET MARIE CURIE,94200,IVRY-SUR-SEINE,,94041,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,DEPOT D'AUTOBUS,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,132,,AV,DE ROME,93320,LES PAVILLONS-SOUS-BOIS,,93057,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,DEPOT D AUTOBUS,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,12,,RUE,BAS MARIN,94320,THIAIS,,94073,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,DEPOT D'AUTOBUS GONESSE,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,39,,AV,LENINE,93200,SAINT-DENIS,,93066,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,CENTRE BUS BELLIARD,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,029 A 031,29,,RUE,BELLIARD,75018,PARIS 18,,75118,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,26,,RUE,DE LA HAIE COQ,93300,AUBERVILLIERS,,93001,0,,,0,,,,0,,,0,,
REGIE AUTONOME DES TRANSPORTS PARISIENS,RATP,,,,,RATP,VAL BIENVENUE,,,1000 à 999 salariés,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,False,Transports urbains et suburbains de voyageurs,Transports urbains et suburbains de voyageurs,Autres transports terrestres de voyageurs,Transports terrestres et transport par conduites,Transports et entreposage,,11,,AV,LOUISON BOBET,94120,FONTENAY-SOUS-BOIS,,94033,0,,,0,,,,0,,,0,,
FONDATION HOPITAL SAINT JOSEPH,,,,,,,,,,1000 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,MARIE LANNELONGUE,133,,AV,DE LA RESISTANCE,92350,LE PLESSIS-ROBINSON,,92060,0,,,0,,,,0,,,0,,
SOC MUTUELLE D'ASSURANCE DU BTP,SMABTP,,,,,SMABTP,,,,1000 à 999 salariés,Autres assurances,Autres assurances,Autres assurances,Assurance,Activités financières et d'assurance,True,Autres assurances,Autres assurances,Assurance,Assurance,Activités financières et d'assurance,,8,,RUE,LOUIS ARMAND,75015,PARIS 15,CS 71201,75115,75738,PARIS CEDEX 15,,0,,,,0,,,0,,
RENAULT SAS,,,,,,,,,,1000 à 999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,"Analyses, essais et inspections techniques",Activités de contrôle et analyses techniques,Activités de contrôle et analyses techniques,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,"Activités spécialisées, scientifiques et techniques",,1,,ALL,CORNUEL,91510,LARDY,,91330,0,,,0,,,,0,,,0,,
RENAULT SAS,,,,,,,,,,1000 à 999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,013-015,13,,QUAI,ALPHONSE LE GALLO,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
RENAULT SAS,,,,,,,,,,1000 à 999 salariés,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,False,Construction de véhicules automobiles,Construction de véhicules automobiles,Construction de véhicules automobiles,Industrie automobile,Industrie manufacturière,,19,,AV,DESCARTES,92350,LE PLESSIS-ROBINSON,,92060,0,,,0,,,,0,,,0,,
INSTITUT CURIE,,PRESIDENCE,,,,,SECTION MEDICALE,,,1000 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en sciences physiques et naturelles,Recherche-développement scientifique,"Activités spécialisées, scientifiques et techniques",,26,,RUE,D ULM,75005,PARIS 5,,75105,75231,PARIS CEDEX 05,,0,,,,0,,,0,,
CREDIT AGRICOLE SA,,,,,,,,,,1000 à 999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,12,,PL,DES ETATS UNIS,92120,MONTROUGE,,92049,92127,MONTROUGE CEDEX,,0,,,,0,,,0,,
FONDATION A DE ROTHSCHILD,,,,,,,,,,1000 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,29,,RUE,MANIN,75019,PARIS 19,,75119,75940,PARIS CEDEX 19,,0,,,,0,,,0,,
MAZARS,,MAZARS,,,,,MAZARS,,,1000 à 999 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",TOUR EXALTIS,61,,RUE,HENRI REGNAULT,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
HOPITAL SAINT CAMILLE,,,,,,,,,,1000 à 999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,2,,RUE,DES PERES CAMILIENS,94360,BRY-SUR-MARNE,,94015,0,,,0,,,,0,,,0,,
SERIS SECURITY,,SERIS SECURITY,,,,,,,,1000 à 999 salariés,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,False,Activités de sécurité privée,Activités de sécurité privée,Activités de sécurité privée,Enquêtes et sécurité,Activités de services administratifs et de soutien,,69,,RUE,DE LA BELLE ETOILE,95700,ROISSY-EN-FRANCE,,95527,0,,,0,,,,0,,,0,,
DOCTOLIB,,,,,,,,,,1000 à 999 salariés,Programmation informatique,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques",Information et communication,True,Programmation informatique,Programmation informatique,"Programmation, conseil et autres activités informatiques","Programmation, conseil et autres activités informatiques",Information et communication,,54,,QUAI,CHARLES PASQUA,92300,LEVALLOIS-PERRET,,92044,0,,,0,,,,0,,,0,,
EY & ASSOCIES,,,,,,,,,,1000 à 999 salariés,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",True,Activités comptables,Activités comptables,Activités comptables,Activités juridiques et comptables,"Activités spécialisées, scientifiques et techniques",1-2-PARIS LA DEFENSE 1,1,,PL,DES SAISONS,92400,COURBEVOIE,,92026,0,,,0,,,,0,,,0,,
HILTI-FRANCE,,,,,,,,,,1000 à 999 salariés,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros de machines pour l'extraction, la construction et le génie civil","Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,True,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros de machines pour l'extraction, la construction et le génie civil",Commerce de gros d'autres équipements industriels,"Commerce de gros, à l'exception des automobiles et des motocycles",Commerce ; réparation d'automobiles et de motocycles,,126,,RUE,GALLIENI,92100,BOULOGNE-BILLANCOURT,,92012,0,,,0,,,,0,,,0,,
LES HOPITAUX DE SAINT MAURICE,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,12 A 14,12,,RUE,DU VAL D OSNE,94410,SAINT-MAURICE,,94069,0,,,0,,,,0,,,0,,
GRAND HOPITAL DE L EST FRANCILIEN,GHEF,,,,,GHEF,CENTRE HOSPITALIER DE MEAUX,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,DU 6 AU 8,6,,RUE,SAINT FIACRE,77100,MEAUX,BP 218,77284,77104,MEAUX CEDEX,,0,,,,0,,,0,,
GRAND HOPITAL DE L EST FRANCILIEN,GHEF,,,,,GHEF,CENTRE HOSPITALIER DE MARNE LA VALLEE,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,DU 2 AU 4,2,,,COURS DE LA GONDOIRE,77600,JOSSIGNY,,77237,0,,,0,,,,0,,,0,,
GROUPE HOSPITALIER UNIVERSITAIRE PARIS  PSYCHIATRIE ET NEUROSCIENCES,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,1,,RUE,CABANIS,75014,PARIS 14,,75114,75674,PARIS CEDEX 14,,0,,,,0,,,0,,
GROUPE HOSPITALIER UNIVERSITAIRE PARIS  PSYCHIATRIE ET NEUROSCIENCES,,,,,,,ETABLISSEMENT PUBLIC DE SANTE MAISON BLANCHE,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux,Activités des sièges sociaux ; conseil de gestion,"Activités spécialisées, scientifiques et techniques",06-Oct,6,,RUE,PIERRE BAYLE,75020,PARIS 20,,75120,0,,,0,,,,0,,,0,,
GROUPE HOSPITALIER DU SUD ILE DE FRANCE,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,270,,AV,MARC JACQUET,77000,MELUN,,77288,0,,,0,,,,0,,,0,,
CENTRE HOSPITALIER DE VERSAILLES,,,,,,,CENTRE HOSPITALIER ANDRE MIGNOT,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,177,,RUE,DE VERSAILLES,78150,LE CHESNAY-ROCQUENCOURT,BP 673,78158,78157,LE CHESNAY CEDEX,,0,,,,0,,,0,,
CENTRE HOSPITALIER INTERCOMMUNAL DE POISSY SAINT GERMAIN,,,,,,,LONG SEJOUR LES MAISONNEES,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,LES MAISONNEES,10,,RUE,DU CHAMP GAILLARD,78300,POISSY,,78498,0,,,0,,,,0,,,0,,
CENTRE HOSPITALIER SUD FRANCILIEN,,,,,,,CENTRE HOSPITALIER SUD FRANCILIEN,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,40,,AV,SERGE DASSAULT,91100,CORBEIL-ESSONNES,,91174,91106,CORBEIL ESSONNES CEDEX,,0,,,,0,,,0,,
GROUPE HOSPITALIER NORD ESSONNE,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,4,,PL,DU GENERAL LECLERC,91400,ORSAY,,91471,91401,ORSAY CEDEX,,0,,,,0,,,0,,
CENTRE HOSPITALIER GENERAL DE ST DENIS,,,,,,,CH DELAFONTAINE,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,2,,RUE,DU DR DELAFONTAINE,93200,SAINT-DENIS,BP 279,93066,93205,ST DENIS CEDEX,,0,,,,0,,,0,,
CTRE HOSPITALIER INTERCOMM R BALLANGER,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,0,,BD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,0,,,0,,,,0,,,0,,
CENTRE HOSPITALIER INTERCOMMUNAL CRETEIL,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,40,,AV,DE VERDUN,94000,CRETEIL,,94028,94010,CRETEIL CEDEX,,0,,,,0,,,0,,
CENTRE HOSPITALIER INTERCOMMUNAL DE VILLENEUVE-SAINT-GEORGES,CHIV,,,,,CHIV,CHI LUCIE ET RAYMOND AUBRAC,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,40,,ALL,DE LA SOURCE,94190,VILLENEUVE-SAINT-GEORGES,,94078,94195,VILLENEUVE S GEORGES CEDEX,,0,,,,0,,,0,,
CENTRE HOSPITALIER GENERAL,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,2,,BD,DU 19 MARS 1962,95500,GONESSE,CS 30071,95277,95503,GONESSE CEDEX,,0,,,,0,,,0,,
HOPITAL NOVO,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,6,,AV,DE L ILE DE FRANCE,95300,PONTOISE,,95500,0,,,0,,,,0,,,0,,
CENTRE HOSPITALIER VICTOR DUPOUY,,,,,,,,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,True,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,69,,RUE,DU LIEUTENANT CD PRUDHON,95100,ARGENTEUIL,,95018,95107,ARGENTEUIL CEDEX,,0,,,,0,,,0,,
GROUPEMENT HOSPITALIER EAUBONNE MONTMORENCY SIMONE VEIL,,,,,,,CHI EAUBONNE MONTMORENCY,,,2000 à 4999 salariés,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,False,Activités hospitalières,Activités hospitalières,Activités hospitalières,Activités pour la santé humaine,Santé humaine et action sociale,,14,,RUE,DE ST PRIX,95600,EAUBONNE,,95203,0,,,0,,,,0,,,0,,
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,,CIB CACIB,,,,,,,,2000 à 4999 salariés,Autres intermédiations monétaires,Autres intermédiations monétaires,Autres intermédiations monétaires,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,True,Autres intermédiations monétaires,Autres intermédiations monétaires,Intermédiation monétaire,"Activités des services financiers, hors assurance et caisses de retraite",Activités financières et d'assurance,,12,,PL,DES ETATS UNIS,92120,MONTROUGE,CS 70052,92049,92547,MONTROUGE CEDEX,,0,,,,0,,,0,,
GIE BNP PARIBAS CARDIF,,,,,,,,,,2000 à 4999 salariés,"Activités spécialisées, scientifiques et techniques diverses","Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",False,"Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques n.c.a.","Autres activités spécialisées, scientifiques et techniques","Activités spécialisées, scientifiques et techniques",,8,,RUE,DU PORT,92000,NANTERRE,,92050,0,,,0,,,,0,,,0,,
THALES LAS FRANCE SAS,,,,,,,,,,2000 à 4999 salariés,Fabrication d'équipements d'aide à la navigation,Fabrication d'équipements d'aide à la navigation,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation","Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,True,Fabrication d'équipements d'aide à la navigation,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation","Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie","Fabrication de produits informatiques, électroniques et optiques",Industrie manufacturière,,2,,AV,GAY LUSSAC,78990,ELANCOURT,,78208,0,,,0,,,,0,,,0,,
DASSAULT SYSTEMES,,,,,,,,,,2000 à 4999 salariés,Édition de logiciels applicatifs,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition,Information et communication,True,Édition de logiciels applicatifs,Édition d'autres logiciels,Édition de logiciels,Édition,Information et communication,,10,,RUE,MARCEL DASSAULT,78140,VELIZY-VILLACOUBLAY,,78640,0,,,0,,,,0,,,0,,
