AdresseEtablissementPrive,NomEtablissementPrive
1 AVENUE RATISBONNE EVRY 91000 EVRY-COURCOURONNES,['Lycee Prive Polyvalent Notre Dame de Sion']
1 AVENUE DE VERDUN 95300 CERGY-PONTOISE,['Internat du College et Lycee Saint-Martin-de-France']
1 BIS AVENUE DE L'ARMEE-LECLERC 91600 SAVIGNY-SUR-ORGE,['College Cohen-Tenoudji']
1 BOULEVARD DU GENERAL GALLIENI 94360 BRY-SUR-MARNE,['Ecole Privee Saint-Thomas-de-Villeneuve']
1 CITE GRISET 75011 PARIS 11,"[""IESA Institut d'Etudes Superieures des Arts""]"
1 PLACE DU CLOS SAINT-GEORGES 77600 BUSSY-SAINT-GEORGES,"['Ensemble Scolaire Maurice-Rondeau, Lycee et UFA', 'Ensemble Scolaire Maurice Rondeau, Lycee']"
1 PLACE DU CLOS-SAINT-GEORGES 77600 BUSSY-SAINT-GEORGES,"['Ensemble Scolaire Maurice-Rondeau, UFA']"
1 RUE DUPIN 75006 PARIS 6,"['Cours Montaigne de Paris - Lycee Prive', 'Cours Montaigne de Paris - College Prive']"
1 RUE KOMITAS 94140 ALFORTVILLE,['Ecole Saint-Mesrop Arabian']
1 RUE LEON-RENARD 91160 LONGJUMEAU,['Ecole Privee Sainte-Anne']
1 RUE LOUIS MASSOTTE 78530 BUC,['Ecole Foyer La Maison']
1 RUE PAUL BERT 94110 ARCUEIL,['CHEC Centre des Hautes Etudes de la Construction']
"1 RUE SAINT-MERRY, 18 BD MAGINOT 77300 FONTAINEBLEAU","[""Internat de l'Institution Catholique d'Education de Fontainebleau (ICEF)""]"
1 RUE D'ESTIENNE-D'ORVES 94480 ABLON-SUR-SEINE,"['College Prive Catholique du Sacre-Coeur', 'Ecole Privee Catholique du Sacre-Coeur']"
1 RUE DE LA ROCHELLE 94569 RUNGIS,['CFA de la Poissonnerie']
1 RUE DES ANNONCIADES 78250 MEULAN,['College Prive Mixte Mercier Saint-Paul']
1 RUE DES PEUPLIERS 95490 VAUREAL,['Ecole Talentiel']
1 RUE DU CHATEAU TACHY 77650 CHALMAISON,['Ecole de la Neuville']
1 RUE DU MARECHAL JOFFRE 77660 SAINT-JEAN-LES-DEUX-JUMEAUX,['Ecole Privee Primaire Notre-Dame-des-Lys']
1 TER RUE COYPEL 78000 VERSAILLES,['Cours Marie des Lys']
1 VILLA DES PYRENEES 75020 PARIS 20,['UFCV Centre de Formation']
1/7 RUE JEAN MONNET 94130 NOGENT-SUR-MARNE,['Institut Superieur Maria Montessori']
10 AVENUE DE LA DIVISION-LECLERC 91430 IGNY,"['Lycee General et Technologique, Ensemble Scolaire La Salle Igny']"
10 BIS RUE DE SEINE 75006 PARIS 6,['EAP Prepaseine - Infoseine']
10 BOULEVARD DES BATIGNOLLES 75017 PARIS 17,['ESAT Ecole Superieure Arts et Techniques Hourde']
10 CHEMIN DU VIVIER 78310 MAUREPAS,['Ecole Centre de Rencontres Enfantines Montessori']
10 COURS LOUIS LUMIERE 94300 VINCENNES,['Institut F2i']
10 QUAI DE LA CHARENTE 75019 PARIS 19,"[""Centre National de Formation et d'Animation de l'UFCV""]"
10 ROUTE DE LEVIS SAINT-NOM 78320 LE MESNIL-SAINT-DENIS,['College Prive Sainte-Therese']
10 RUE ALBERT EINSTEIN 94000 CRETEIL,['AICOM Paris Academie internationale de Comedie Musicale']
10 RUE CHRISTOPHE COLOMB 75008 PARIS 8,['Ecole Primaire Privee Saint-Pierre-de-Chaillot']
10 RUE CHRISTOPHE DE SAULX 91310 MONTLHERY,['Ecole Privee du Sacre-Coeur']
10 RUE EUGENE VARLIN 92240 MALAKOFF,"[""EMC Ecole Superieure des Metiers de l'Image, du Son et de la creation 2D, 3D""]"
10 RUE SEXTIUS MICHEL 75015 PARIS 15,"['EBS Paris', 'ESCE Ecole Superieure du Commerce Exterieur']"
10 RUE TESSON 75010 PARIS 10,['Association Nationale pour la Formation Professionnelle de la Pharmacie (ANFPP)']
10 RUE DE LA CHEVRETTE 93800 EPINAY-SUR-SEINE,['Ecole Privee Sainte-Therese']
10 RUE DE LA CITADELLE 95300 PONTOISE,['Ecole Privee Catholique Saint-Louis']
10 RUE DE LA PIE VOLEUSE 91120 PALAISEAU,['Lycee Polyvalent Prive Saint-Martin']
10 TER RUE JEANNE-D'ARC 94160 SAINT-MANDE,['Lycee Saint Michel de Saint-Mande']
10 TER RUE PARMENTIER 93100 MONTREUIL,['EIMA - Ecole Internationale des Metiers Audiovisuels']
101 AVENUE JEAN-JAURES 93300 AUBERVILLIERS,['College Prive Saint-Joseph']
103 RUE SADI-CARNOT 93700 DRANCY,['College Saint-Germain']
104 BOULEVARD ARAGO 75014 PARIS 14,['EFHT Ecole Superieure de Tourisme']
1050 RUE LADY ASHBURTON 95150 TAVERNY,['Ecole Montessori bilingue La Maison des Enfants']
106 GRANDE-RUE 78480 VERNEUIL-SUR-SEINE,"['Ecole Privee Notre-Dame Les Oiseaux', 'Lycee Technologique Prive Notre-Dame Les Oiseaux', 'Lycee Prive Notre-Dame Les Oiseaux', 'College Prive Notre-Dame Les Oiseaux']"
106 BOULEVARD CHARLES-DE-GAULLE 95110 SANNOIS,"['Ecole Privee Notre Dame - Sainte Famille', 'Lycee Prive Notre Dame - Sainte Famille', 'College Prive Notre Dame - Sainte Famille']"
106 RUE DU FAUBOURG POISSONNIERE 75010 PARIS 10,['College Prive Rocroy Saint-Vincent de Paul']
107 RUE DE TOLBIAC 75013 PARIS 13,['ESJ Ecole Superieure de Journalisme']
108 RUE SAINT-HONORE 75001 PARIS 1,['Ecole de Dessin Technique et Artistique Sornas (EDTA Sornas)']
108 RUE DE VAUGIRARD 75006 PARIS 6,['Lycee Technique Prive Saint-Nicolas']
109 RUE NOTRE-DAME-DES-CHAMPS 128 RUE D'ASSAS 75006 PARIS 6,['Ecole Alsacienne - Ecole Privee Maternelle et Primaire']
109 RUE NOTRE-DAME-DES-CHAMPS 75006 PARIS 6,"['Ecole Alsacienne - Lycee Prive', 'Ecole Alsacienne - College Prive']"
10B RUE JOSEPH BODIN-DE-BOISMORTIER 77680 ROISSY-EN-BRIE,['Lycee Professionnel Les Sinoplies']
11 BIS AVENUE JEAN-JAURES 78000 VERSAILLES,"['Lycee Professionnel Prive Ensemble Scolaire Les Chataigniers', 'Ecole Privee Ensemble Scolaire Les Chataigniers']"
11 BIS RUE DE MAUBEUGE 75009 PARIS 9,['Centre Formation Europeen de la Beaute']
11 BIS RUE DU GENERAL GOURAUD 92190 MEUDON,['Ecole Notre-Dame Saint-Edmond']
11 BOULEVARD HENRI-IV 91150 ETAMPES,"[""College Prive Jeanne-d'Arc"", ""Ecole Privee Jeanne-d'Arc"", ""Lycee Prive Jeanne-d'Arc""]"
11 PASSAGE SAINT-AMBROISE 75011 PARIS 11,['College Prive Mixte Saint Ambroise']
11 PLACE D'AQUITAINE 94150 RUNGIS,['AFTRAL']
11 RUE COURTABOEUF 91400 ORSAY,"[""Ecole Privee du Cours Secondaire d'Orsay"", ""Lycee Prive Cours Secondaire d'Orsay"", ""College Prive du Cours Secondaire d'Orsay""]"
11 RUE ERNEST-RENAN 92190 MEUDON,"['Ecole Nouvelle La Source, ecole maternelle et elementaire']"
11 RUE PIERRE VILLEY 75007 PARIS 7,['Cours du Pont de Pierre']
11 RUE RENON 92190 MEUDON,['College Nouvelle La Source']
11 RUE SAINT BRUNO 50 RUE STEPHENSON 75018 PARIS 18,['Ecole Privee Catholique Saint Bernard - Sainte Marie']
11 RUE DE L'ARSENAL 75004 PARIS 4,['StudioCrea Paris']
11-13 RUE CAMILLE PELLETAN 92120 MONTROUGE,['Sciences U']
110 AVENUE DU GENERAL-DE-GAULLE 94700 MAISONS-ALFORT,['College Prive Catholique Sainte-Therese']
110 RUE DE MALCOUTURE 95100 ARGENTEUIL,['Lycee Prive Saint-Joseph']
110 RUE DE PICPUS 75012 PARIS 12,['EFET Paris']
114 RUE MARIUS AUFAN 92300 LEVALLOIS-PERRET,['EFJ Ecole Francaise de Journalisme']
115/117 RUE NOTRE-DAME-DES-CHAMPS 75006 PARIS 6,"[""CEPHI Centre d'Etudes Philosophiques""]"
117 AVENUE VICTOR-HUGO 75116 PARIS 16,['Lycee General et Technologique Passy-St Honore']
119 BOULEVARD DIDEROT 75012 PARIS 12,['LEGTP Institut Superieur Cloriviere (anciennement Institut Rue Monsieur)']
12 AVENUE BOSQUET 75007 PARIS 7,"[""College Prive de l'Alma"", ""Ecole Institut Prive de l'Alma""]"
12 AVENUE DES PRES BL 501 78180 MONTIGNY-LE-BRETONNEUX,"[""CEDEFI-LIDEC L'Institut des Etudes Comptables""]"
12 CHAUSSEE JULES CESAR BP 70420 95220 OSNY,['College Prive Les Petits Pas']
12 ET 14 RUE DES CAPUCINS 77120 COULOMMIERS,['College Prive Institution Sainte-Foy']
12 IMPASSE BOUTRON 75010 PARIS 10,['Alternance-Academy']
12 RUE HAUTEFEUILLE 75006 PARIS 6,['EXCOSUP Etablissement superieur prive de preparation aux concours']
12 RUE MICHEL-ANGE 75016 PARIS 16,"['College Prive Notre-Dame-des-Oiseaux', 'Lycee Prive Notre-Dame des Oiseaux']"
12 RUE QUATRE SEPTEMBRE 75002 PARIS 2,['Itecom Artdesign Enseignement Prive Technique Superieur']
12 RUE DE L'EGLISE 92140 CLAMART,['Integrale - Prepa HEC']
12 RUE DE LA VISITATION 77109 MEAUX,"['Ecole Privee Sainte-Genevieve', 'Lycee Bossuet', 'Internat du Lycee Bossuet']"
12-14 AVENUE VICTOR HUGO 94130 NOGENT-SUR-MARNE,['EMIT Ecole Montessori Internationale Trilingue']
12-14 RUE DES CAPUCINS 77120 COULOMMIERS,['Ecole Primaire (maternelle et elementaire) - Institution Sainte-Foy']
120 AVENUE DU GENERAL LECLERC PARIS 14,"[""ILFM - Institut de Formation de la Fondation pour l'Ecole""]"
121 BOULEVARD RASPAIL CS 10622 75006 PARIS 6,"['Lycee Professionnel, General et Technologique Prive Carcado-Saisseval']"
124 RUE VIEILLE DU TEMPLE 75003 PARIS 3,['PREPAMATH']
128 QUAI DE JEMMAPES 75010 PARIS 10,['ISTEC Ecole Superieure de Commerce et de Marketing']
13 AVENUE DE MONTFORT 78320 LA VERRIERE,['IFSI MGEN La Verriere']
13 BIS RUE LECOQ BP 42 78860 SAINT-NOM-LA-BRETECHE,['Centre Montessori Bilingue Etre et decouvrir']
13 BOULEVARD LEFEBVRE 75015 PARIS 15,['Ecole Centrale de Puericulture Paul Strauss']
13 BOULEVARD DE L'HAUTIL 95092 CERGY-PONTOISE,['ILEPS Ecole Superieure des Metiers du Sport']
13 RUE SAINTE-MARIE 77230 JUILLY,"['College Prive Cours Bautain - La Salle', 'Maternelle et Ecole Privee Cours Bautain - La Salle']"
13 RUE DE CITEAUX 75012 PARIS 12,['ISCG']
13 RUE DE PRAGUE 75012 PARIS 12,['Lycee Eugene Napoleon St Pierre Fourier']
13 RUE DU MONT-DORE 75017 PARIS 17,['CFP Prive']
133 AVENUE CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE,['Completude']
133 AVENUE LEDRU ROLLIN 75011 PARIS 11,['Academie Europeenne de Coiffure Daniel Montesantos']
139 AVENUE JEAN JAURES 75019 PARIS 19,['CIED Ecole Universelle']
14 AVENUE BLANCHE-DE-CASTILLE 78300 POISSY,"['College Prive Notre-Dame', 'Ecole Privee Notre-Dame']"
14 BOULEVARD GOUVION-ST-CYR 75017 PARIS 17,['EPPA - Ecole de Preparation a la Pratique des Affaires']
14 RUE LALLY-TOLLENDAL 75019 PARIS 19,['Ecole Privee des Metiers de la Creation La Ruche']
14 RUE PETITS CARREAUX 75002 PARIS 2,['Ecole Privee Saint-Sauveur']
14 RUE DES FILLETTES 75018 PARIS 18,"[""CIFCA - Centre Interprofessionnel de Formation des Commerces de l'Alimentation""]"
14 RUE DU GENERAL LECLERC 91420 MORANGIS,['Ecole Privee Saint-Joseph']
14-16 RUE DES COUDREAUX 92500 RUEIL-MALMAISON,['Ecole Montessori Internationale Rueil-Malmaison']
145 AVENUE PARMENTIER 75010 PARIS 10,['IRTS Paris Ile-de-France']
15 AVENUE DE LA GRANDE ARMEE 75116 PARIS 16,"['EPH Ecole de Communication, Evenementiel et Tourisme']"
15 RUE FENELON 75010 PARIS 10,['Paris College of Art']
15 RUE GAMBEY 75011 PARIS 11,"['Atelier Chardon-Savard, Stylisme de mode']"
15 RUE LOUIS DAVID 75116 PARIS 16,['Ecole Saint-Louis de Gonzague']
15 RUE RENE-CASSIN 92500 RUEIL-MALMAISON,['College Prive Saint-Charles Notre-Dame']
15 RUE DE PONDICHERY 75015 PARIS 15,['Ecole de Management Applique (EMA)']
15 RUE DES SABLONS 75016 PARIS 16,['Institut Superieur du Droit']
15-19 RUE LOUIS BLANC 95100 ARGENTEUIL,['College Prive Sainte-Genevieve']
15/27 RUE MOUSSORGSKI 75018 PARIS 18,['Formamod CFP des Arts de la Mode']
154 RUE SAINT-MAUR 75011 PARIS 11,['Ecole Privee Saint-Joseph']
"16 B, RUE DE L'ESTRAPADE 75005 PARIS 5","[""PREPASUP - Etablissement Prive d'Enseignement Superieur et Secondaire""]"
16 BIS RUE EDOUARD NIEUPORT 92150 SURESNES,"['Les Colibris, Ecole Montessori Internationale de Suresnes et Neuilly']"
16 RUE JULES VALLES 94600 CHOISY-LE-ROI,['Ecole Montessori Internationale Le Kaleidoscope']
16 RUE MARGUERITTE 75017 PARIS 17,['College EIB Monceau']
16 RUE TRAVERSIERE 95035 CERGY-PONTOISE,['Centre Berlitz']
16-18 RUE DU 4 SEPTEMBRE 75002 PARIS 2,['EDHEC Business School']
164 RUE DU FBG-SAINT-HONORE 75008 PARIS 8,['Ecole Internationale TUNON']
1646 AVENUE ROGER-SALENGRO 92370 CHAVILLE,"['Ecole Privee Saint Thomas de Villeneuve', 'Groupe Scolaire Saint Thomas de Villeneuve, Lycee Prive']"
17 GRANDE-RUE 91510 LARDY,['Ecole Privee Catholique Sainte-Ernestine']
17 RUE EDGAR-QUINET BP 13 93351 LE BOURGET,"['Ecole Privee Institution Sainte-Marie', 'College Prive Institution Sainte-Marie']"
17 RUE JACQUES IBERT 75017 PARIS 17,"[""Ecole de Paris des Metiers de la Table, du Tourisme et de l'Hotellerie""]"
17 RUE MONTERA 75012 PARIS 12,['Atelier Vert Celadon']
17 RUE DU CLOS BESNARD 93300 AUBERVILLIERS,['Lycee Chne Ohr']
17-19 PLACE DE L'ARGONNE 75019 PARIS 19,['Ecole de Service Social de la CRAMIF']
17-19 SENTIER DES EPINETTES 92130 ISSY-LES-MOULINEAUX,['Ecole Tarkmantchatz Ecole bilingue francais et armenien']
171 RUE DU FAUBOURG SAINT ANTOINE 75011 PARIS 11,['La Fabrique Saint Antoine']
18 AVENUE DE LA JONCHERE 78170 LA CELLE-SAINT-CLOUD,['Lycee La Jonchere']
18 AVENUE REILLE 75014 PARIS 14,['Groupe Scolaire Saint-Vincent-de-Paul Paris 13 - Lycee Professionnel']
18 QUAI DE LA MARNE 75019 PARIS 19,['IFA Paris International Fashion Academy']
18 RUE SAINT-AMAND 75015 PARIS 15,['Ecole Privee Montessori La Caravelle']
18 RUE DE VARENNE 75007 PARIS 7,['ISP Paris Institut Superieur de preparation']
18 RUE DU CLOITRE-NOTRE-DAME 75004 PARIS 4,['IPESUP']
18 RUE DU LIEUTENANT DAGORNO 94440 VILLECRESNES,['Ecole Petit Cours']
18-20 AVENUE CHARLES DE GAULLE 78230 LE PECQ,['College Saint-Dominique']
18-20 AVENUE CHARLES-DE-GAULLE 78230 LE PECQ,['College Saint-Dominique']
18-22 RUE CAMILLE PELLETAN 92300 LEVALLOIS-PERRET,"['Ecole Montessori Prunelle School, maternelle et elementaire']"
184 RUE LAFAYETTE 75010 PARIS 10,['Ecole Privee Saint-Laurent']
19 RUE BOURET 75019 PARIS 19,['College Prive Mixte Saint-Georges']
19 RUE JEAN-LURCAT LE HAUT-DU-ROY 95200 SARCELLES,['Fondation Leonie-Chaptal']
19 RUE LOUIS-BLANC 92190 MEUDON,['Ecole Notre-Dame de Joie']
19 RUE PASTEUR 78150 LE CHESNAY-ROCQUENCOURT,['Ecole Privee Blanche-de-Castille']
19 RUE DES ECOLES 92210 SAINT-CLOUD,['College Institution Saint-Pie X']
19 RUE DU 11 NOVEMBRE 1918 78110 LE VESINET,['Ecole Internationale Malherbe']
19 RUE DU DOMREMY 75013 PARIS 13,['College Beth Aaron']
19-25 RUE GALLIENI 92100 BOULOGNE-BILLANCOURT,['ISRP Institut Superieur de Reeducation Psychomotrice']
2 ALLEE ROBERT DEBRE 92350 LE PLESSIS-ROBINSON,['Ecole Montessori 21']
2 AVENUE DU PRESIDENT JOHN FITZGERALD KENNEDY 78100 SAINT-GERMAIN-EN-LAYE,['Campus Saint Thomas']
2 BIS BOULEVARD TOUSSAINT-LUCAS 95130 FRANCONVILLE,"[""Lycee Prive General et Technologique Jeanne d'Arc"", ""Ecole Privee Jeanne-d'Arc"", ""College Prive Jeanne d'Arc"", 'Lycee Professionnel des metiers du commerce, de la gestion et du service aux entreprises', ""UFA (Unite de Formation par l’Apprentissage) Jeanne d'Arc""]"
2 BIS QUAI DES CELESTINS 75004 PARIS 4,"['College Prive Massillon', 'Lycee Prive Massillon']"
2 BIS RUE SAINT SAUVEUR 75002 PARIS 2,['Aurlom Paris']
2 IMPASSE DU VIEUX PUITS 91940 GOMETZ-LE-CHATEL,['College de Grivery']
2 PLACE D'ARMES 94100 SAINT-MAUR-DES-FOSSES,['Teilhard de Chardin']
2 ROUTE STRATEGIQUE 95330 DOMONT,"[""Apprentis d'Auteuil - College Prive Saint-Pie X""]"
2 RUE CHARBONNEL 75013 PARIS 13,['AIM Academie Internationale de Management (management hotelier)']
2 RUE GENEVIEVE ANTHONIOZ DE GAULLE 91200 ATHIS-MONS,"['Lycee Prive Saint-Charles', 'Ecole Privee Saint-Charles', 'College Prive Saint-Charles', ""Internat de l'Ensemble Scolaire Saint-Charles"", 'Lycee General et Technologique Prive Saint-Charles']"
2 RUE JULES-CHAPLAIN 75006 PARIS 6,['Academie Charpentier']
2 RUE LACAZE 75014 PARIS 14,['CFA Cerfal - Campus Montsouris']
2 RUE D'OLIVET 75007 PARIS 7,['Lycee Polyvalent Prive Albert de Mun']
2 RUE DE L'AITRE 91290 ARPAJON,"[""Ecole Privee Sainte-Jeanne d'Arc""]"
2 RUE DES PATIS BP 13 95520 OSNY,"[""Internat de l'Institution Saint-Stanislas""]"
2 RUE DES PATIS CS 80013 95520 OSNY,"['College Prive, Saint-Stanislas']"
2-14 AVENUE DU REPOS 94270 LE KREMLIN-BICETRE,"[""Groupe Scolaire Jeanne-d'Arc, College""]"
2-6 RUE EMILE BOREL 75017 PARIS 17,"['Groupe scolaire Alliance Rachi, Ecole']"
20 AVENUE CHARLES-DE-GAULLE 78230 LE PECQ,['Lycee Saint-Dominique']
20 RUE MONTBAURON 78000 VERSAILLES,['A.I.D.A.S. Academie Internationale Des Arts du Spectacle']
20 RUE DE CHAAGE 77109 MEAUX,"[""Lycee et Unite de Formation d'Apprentis Jean Rose""]"
20 RUE DE CHABROL 75010 PARIS 10,['ISEFAC Alternance']
20 TER RUE DE BEZONS 92415 COURBEVOIE,"[""ESI Ecole superieure de l'immobilier""]"
21 BIS RUE AUGUSTE-MOUNIE BP 180 92186 ANTONY,"[""Institution Sainte-Marie d'Antony, Ecole""]"
21 RUE AUBER 75009 PARIS 9,['Media Institute']
21 RUE SAINT-ANTOINE 75004 PARIS 4,['Ecole Privee des Francs Bourgeois']
21 RUE D'ASSAS 75006 PARIS 6,"[""Faculte de Philosophie de l'Institut Catholique de Paris"", ""Faculte de Sciences Sociales et Economiques de l'Institut Catholique de Paris"", ""Theologicum (Faculte de Theologie et de Sciences Religieuses) de l'Institut Catholique"", ""Faculte des Lettres de l'Institut Catholique de Paris"", ""Institut de Formation a la Mediation et a la Negociation de l'Institut Catholique""]"
21 RUE DE CITEAUX 75012 PARIS 12,"[""ESEC - Ecole Superieure d'Etudes Cinematographiques""]"
21 RUE DU CHERCHE-MIDI 75006 PARIS 6,['Institut Universitaire Saint-Pie-X']
216 AVENUE HENRI-BARBUSSE 93000 BOBIGNY,"['College Charles-Peguy', 'Ecole Privee Charles-Peguy']"
22 RUE VAUGELAS 75015 PARIS 15,['Cours du Pont de Pierre']
22 AVENUE DE L'EUROPE 78300 MAGNANVILLE,['Lycee Agricole Prive Sully']
22 BD DU FORT DE VAUX 75017 PARIS 17,['ISC Paris Business School']
22 RUE EUGENE MOUTARD MARTIN 91460 MARCOUSSIS,['Ecole Privee Saint-Joseph']
22 RUE N-D-DES-CHAMPS 75279 PARIS 6,"['Stanislas, Lycee']"
22 RUE DU SERGENT BAUCHAT 75012 PARIS 12,['Cours Spinoza']
22-24 RUE GUYNEMER 94160 SAINT-MANDE,['Ecole Primaire Privee Notre Dame']
223 RUE PIERRE-CURIE 77190 DAMMARIE-LES-LYS,['Ecole Privee Sainte-Marie']
23 QUATER BOULEVARD D'ARGENSON 92200 NEUILLY-SUR-SEINE,['Institution Saint-Dominique']
23 AVENUE GEORGE V 75008 PARIS 8,['The Bilingual Montessori School of Paris - Campus de George V']
23 AVENUE JEANNE D'ARC 94100 ARCUEIL,['ISIT Paris']
23 BOULEVARD JEAN-JAURES 92100 BOULOGNE-BILLANCOURT,['Ecole Privee Saint-Alexandre']
23 BOULEVARD DE BEAUSEJOUR 75016 PARIS 16,['Cours Fides Beausejour']
23 RUE COLBERT ST QUENTIN EN YVELINES 78885 MONTIGNY-LE-BRETONNEUX,['Pigier']
23 RUE DU MONTPARNASSE 75006 PARIS 6,['Ecole de Psychologues Praticiens']
24 AVENUE EGLE 78600 MAISONS-LAFFITTE,"[""Internat du College l'Ermitage""]"
24 BIS RUE CHARCOT 75013 PARIS 13,"[""Ecole Privee Mixte Primaire Sainte-Jeanne-d'Arc""]"
24 BOULEVARD PAUL VAILLANT COUTURIER 94200 IVRY-SUR-SEINE,['IFEC Institut Franco-Europeen de Chiropratique']
24 R DE L'ING ROBERT KELLER 75015 PARIS 15,['Lycee Maigret']
24 RUE CHARLES-DE-GAULLE 95170 DEUIL-LA-BARRE,['Ecole Privee Mixte Sainte-Marie']
24 RUE ERLANGER 75016 PARIS 16,['ORT France']
24 RUE PASTEUR 94270 LE KREMLIN-BICETRE,"['IONIS School of Technology and Management, IONIS Education Group']"
24 RUE SAINT-GEORGES 75009 PARIS 9,['Institut Pratique de Journalisme']
24 RUE DE L'AMIRAL HAMELIN 75116 PARIS 16,"['Talis Business School, ecole de commerce et management']"
24 RUE DE L'INGENIEUR ROBERT KELLER 75015 PARIS 15,"[""College Prive L'Ecole Maigret"", ""Lycee Prive L'Ecole Maigret""]"
24 RUE DU DRAGON 75006 PARIS 6,['SIGMA 3']
247 RUE SAINT JACQUES 75005 PARIS 5,['Ecole Montessori Internationale Jardin du Luxembourg']
25 RUE ALBERT WALTER 93200 SAINT-DENIS,['Ecole Primaire Privee Saint-Vincent-de-Paul']
25 RUE DAGORNO 75012 PARIS 12,['Ecole CERENE']
25 RUE SAINT SEBASTIEN 75011 PARIS 11,['Ecole de maquillage Avant scene']
254 RUE DU FAUBOURG SAINT MARTIN 75010 PARIS 10,"[""Institut Superieur d'Esthetique Dietetique"", 'Institut Superieur Juventhera']"
26 AVENUE VICTOR HUGO 75116 PARIS 16,['VHS Business School']
26 RUE MARECHAL-DE-LATTRE-DE-TASSIGNY 78000 VERSAILLES,"['Lycee Prive Saint Jean Hulst', 'College Prive Saint Jean Hulst']"
26 RUE D'ETAMPES ET 6 RUE JUBE DE LA PERELLE 91410 DOURDAN,"[""College Jeanne-d'Arc - Institut Saint-Paul""]"
26 RUE DE DRAGUIGNAN 95400 ARNOUVILLE,['College Prive Annexe Saint-Didier']
266 BOULEVARD RASPAIL 75014 PARIS 14,['Ecole Camondo']
27 AVENUE CLAUDE VELLEFAUX 75010 PARIS 10,['INSEEC Business School']
27 RUE BUFFON 75005 PARIS 5,['ECV Paris']
27 RUE LUCIEN SAMPAIX 75010 PARIS 10,['ISEFAC Paris']
27 RUE VERNET 75008 PARIS 8,"[""Ecole Privee d'Esthetique et de Cosmetologie Francoise-Morice""]"
27 RUE DU CHANTIER D'HERUBE 78410 AUBERGENVILLE,"[""L'EA - Itedec""]"
28 GRANDE RUE 91310 MONTLHERY,"['Internat du College Prive Moreau', 'College Prive Moreau', 'Ecole Privee Moreau']"
28 RUE PIERRE NICOLE 75005 PARIS 5,"['Sevigne, College', ""Sevigne, Lycee d'enseignement general""]"
28 RUE DE TREVISE 75009 PARIS 9,['ISEC Institut Europeen de la Coiffure']
28 RUE DU PLATEAU 75019 PARIS 19,['Lycee Prive des Petits Champs']
29 RUE HENRI-SAVIGNAC 92190 MEUDON,['Ecole Saint-Joseph de Bellevue']
29 RUE PIERRE MARX 77262 LA FERTE-SOUS-JOUARRE,"['Ecole Privee Sainte-Celine', 'College Prive Catholique Sainte-Celine']"
29 RUE DES ENVIERGES 75020 PARIS 20,"['Lycee Prive Catholique Sainte Louise', 'College Prive Catholique Sainte-Louise']"
3 AVENUE BERNARD HIRSCH CS 50105 95021 CERGY-PONTOISE,['ESSEC Business School - ESSEC Grande Ecole']
3 AVENUE GAMBETTA 91210 DRAVEIL,['College Prive Mixte Notre-Dame']
3 AVENUE MORANE SAULNIER 78140 VELIZY-VILLACOUBLAY,['Guidepost Montessori Velizy']
3 BIS RUE PIERRE-BAUDRY 92140 CLAMART,['Cours Prive Dagostinoz']
3 CHEMIN DE LA GRANGE FEU LOUIS 91035 EVRY-COURCOURONNES,"[""Faculte des Metiers de l'Essonne""]"
3 ET 5 RUE HENRI TUROT 75019 PARIS 19,"[""Lycee prive N'R Hatorah""]"
3 IMPASSE CHARLES COUSIN 93300 AUBERVILLIERS,['College Prive Reussite']
3 PLACE DU GENERAL DE GAULLE 91000 EVRY-COURCOURONNES,['Ecole Maria Montessori Internationale 91']
3 RUE DANIELLE MITTERRAND 93120 LA COURNEUVE,['Ecole Privee Saint-Yves']
3 RUE NICOLAS POTOCKI 78120 RAMBOUILLET,['College Prive Sainte-Therese']
3 RUE PORTEFOIN 75003 PARIS 3,['Institut des Metiers de la Musique (IMM)']
3 RUE SERVAN 75011 PARIS 11,['Les Cours Europeens']
3 RUE VAUDETARD 92130 ISSY-LES-MOULINEAUX,['ISIFA Cfa']
3 RUE DE MONCEAU 75008 PARIS 8,['Delta Math']
3/7 RUE PIERRE DUPONT 75010 PARIS 10,"[""Centre de Formation d'Apprentis / CFA IGS""]"
30-32 RUE DE LA PAIX 18 BIS RUE DE BELFORT 94307 VINCENNES,['Lycee Claude-Nicolas Ledoux - E.B.T.P.']
31 COURS DE L'ILE SEGUIN 92100 BOULOGNE-BILLANCOURT,['Ecole Arco Iris']
31 RUE DE PARIS 78600 MAISONS-LAFFITTE,['Ecole Montessori Internationale Les Rayons de Soleil']
31 RUE DE LA POMPE 75116 PARIS 16,['Ecole Privee Catholique Gerson']
31 RUE DU DRAGON 75006 PARIS 6,['ESAG Penninghen']
32 RUE CASSETTE 75006 PARIS 6,['Ecole A.P.E.']
32 RUE GEOFFROY SAINT HILAIRE 75005 PARIS 5,['Ecole Privee Soeur Rosalie Louise de Marillac']
32 RUE GEOFFROY-SAINT-HILAIRE 75005 PARIS 5,['Lycee Prive Louise-de-Marillac']
33 AVENUE PHILIPPE AUGUSTE 75011 PARIS 11,['ICOP Institut de Chimie et Oenologie']
33 BIS - 35 RUE BORIS-VILDE 92260 FONTENAY-AUX-ROSES,"[""LP Polyvalent Catholique Saint-Francois-d'Assise""]"
